1,2015-01-24 22:16:50:876000,Position,75.9803785021,50.0921094506,90.5935429169
2,2015-01-24 22:16:50:876000,Yaw,310.5738276
3,2015-01-24 22:16:50:876000,Pitch,88.1932901377
4,2015-01-24 22:16:50:876000,Roll,-9.52012956302
5,2015-01-24 22:16:51:276000,Position,34.8673458139,66.6615268722,29.5966430633
6,2015-01-24 22:16:51:276000,Yaw,223.651149614
7,2015-01-24 22:16:51:276000,Pitch,-11.7335857043
8,2015-01-24 22:16:51:276000,Roll,-45.3550771074
9,2015-01-24 22:16:51:676000,Position,82.7483955897,74.251825446,60.7876350669
10,2015-01-24 22:16:51:677000,Yaw,331.645305743
11,2015-01-24 22:16:51:677000,Pitch,-31.7641765657
12,2015-01-24 22:16:51:677000,Roll,-26.8849556198
13,2015-01-24 22:16:52:127000,Position,34.0904715865,48.5228760054,59.5126943415
14,2015-01-24 22:16:52:127000,Yaw,279.88353784
15,2015-01-24 22:16:52:127000,Pitch,41.8436314612
16,2015-01-24 22:16:52:127000,Roll,-28.1590743357
17,2015-01-24 22:16:52:527000,Position,38.5423493369,64.4072264661,79.1294053795
18,2015-01-24 22:16:52:527000,Yaw,74.036494033
19,2015-01-24 22:16:52:527000,Pitch,1.74036273669
20,2015-01-24 22:16:52:527000,Roll,87.8891287194
21,2015-01-24 22:16:52:927000,Position,41.8518764619,32.1285831261,76.7387576407
22,2015-01-24 22:16:52:927000,Yaw,29.561193472
23,2015-01-24 22:16:52:927000,Pitch,-40.7813492165
24,2015-01-24 22:16:52:927000,Roll,75.0324131039
25,2015-01-24 22:16:53:327000,Position,53.2592397249,11.8767097937,60.6158544607
26,2015-01-24 22:16:53:327000,Yaw,2.64849315715
27,2015-01-24 22:16:53:327000,Pitch,-78.4244209711
28,2015-01-24 22:16:53:327000,Roll,-79.0060316493
29,2015-01-24 22:16:53:729000,Position,83.1256807943,57.8870615609,91.7323060594
30,2015-01-24 22:16:53:729000,Yaw,235.637230743
31,2015-01-24 22:16:53:729000,Pitch,-35.0054973151
32,2015-01-24 22:16:53:729000,Roll,4.47633368216
33,2015-01-24 22:16:54:129000,Position,4.91280520917,57.1289276326,36.7970559787
34,2015-01-24 22:16:54:129000,Yaw,232.181028878
35,2015-01-24 22:16:54:129000,Pitch,-37.4476307048
36,2015-01-24 22:16:54:129000,Roll,15.2607890082
37,2015-01-24 22:16:54:529000,Position,63.9927566036,61.4673788678,68.6977105287
38,2015-01-24 22:16:54:529000,Yaw,92.3774729938
39,2015-01-24 22:16:54:529000,Pitch,31.4508706272
40,2015-01-24 22:16:54:529000,Roll,-73.6243859703
41,2015-01-24 22:16:54:929000,Position,66.2380504519,55.3102917871,58.5325452146
42,2015-01-24 22:16:54:929000,Yaw,241.583099587
43,2015-01-24 22:16:54:929000,Pitch,58.8860987777
44,2015-01-24 22:16:54:929000,Roll,-63.3423210732
45,2015-01-24 22:16:55:329000,Position,1.85130815043,30.4294810698,63.125165809
46,2015-01-24 22:16:55:329000,Yaw,5.41703680426
47,2015-01-24 22:16:55:329000,Pitch,-64.0525227503
48,2015-01-24 22:16:55:329000,Roll,-55.4763043083
49,2015-01-24 22:16:55:729000,Position,75.6385175498,86.4926876646,62.934539479
50,2015-01-24 22:16:55:729000,Yaw,297.608680205
51,2015-01-24 22:16:55:729000,Pitch,-40.9108302463
52,2015-01-24 22:16:55:729000,Roll,-14.4318712499
53,2015-01-24 22:16:56:129000,Position,89.0600923365,64.1360436263,62.0743574238
54,2015-01-24 22:16:56:129000,Yaw,185.650954791
55,2015-01-24 22:16:56:129000,Pitch,75.4882658789
56,2015-01-24 22:16:56:129000,Roll,63.6887891956
57,2015-01-24 22:16:56:530000,Position,61.2386646839,92.0609153889,68.9921613651
58,2015-01-24 22:16:56:530000,Yaw,157.733438313
59,2015-01-24 22:16:56:530000,Pitch,84.4677859941
60,2015-01-24 22:16:56:530000,Roll,29.5243772811
61,2015-01-24 22:16:56:930000,Position,43.640372364,74.6813845153,26.505934706
62,2015-01-24 22:16:56:930000,Yaw,296.406535014
63,2015-01-24 22:16:56:930000,Pitch,-15.8249612544
64,2015-01-24 22:16:56:930000,Roll,-13.8495046265
65,2015-01-24 22:16:57:330000,Position,87.650698556,95.0817159491,4.60040402883
66,2015-01-24 22:16:57:330000,Yaw,344.779846559
67,2015-01-24 22:16:57:330000,Pitch,-59.1550039533
68,2015-01-24 22:16:57:330000,Roll,-73.009070976
69,2015-01-24 22:16:57:730000,Position,58.4782445235,64.2466669899,22.5478039859
70,2015-01-24 22:16:57:730000,Yaw,83.6377780481
71,2015-01-24 22:16:51,2015-01-24 22:17:39:681000,Position,82.7354055983,11.0791869799,55.5621956701
2,2015-01-24 22:17:39:681000,Yaw,349.760539794
3,2015-01-24 22:17:39:681000,Pitch,57.453264132
4,2015-01-24 22:17:39:681000,Roll,-65.8606005399
5,2015-01-24 22:17:40:081000,Position,18.0273213204,83.7257321711,64.8237653125
6,2015-01-24 22:17:40:081000,Yaw,53.9792280541
7,2015-01-24 22:17:40:081000,Pitch,40.4849884507
8,2015-01-24 22:17:40:081000,Roll,-0.295749969005
9,2015-01-24 22:17:40:481000,Position,2.5474950257,54.399180102,82.6341043246
10,2015-01-24 22:17:40:481000,Yaw,149.184889548
11,2015-01-24 22:17:40:481000,Pitch,66.544323559
12,2015-01-24 22:17:40:481000,Roll,-8.14119145396
13,2015-01-24 22:17:40:881000,Position,43.2687655307,20.7934290781,43.3334299293
14,2015-01-24 22:17:40:881000,Yaw,281.777152401
15,2015-01-24 22:17:40:881000,Pitch,11.2350825701
16,2015-01-24 22:17:40:881000,Roll,-29.2645776292
17,2015-01-24 22:17:41:281000,Position,56.402477632,21.1326929066,4.33224335621
18,2015-01-24 22:17:41:281000,Yaw,240.640887484
19,2015-01-24 22:17:41:281000,Pitch,-52.6918143101
20,2015-01-24 22:17:41:281000,Roll,8.3379452338
21,2015-01-24 22:17:41:681000,Position,47.0498983112,18.0109895542,35.9475235303
22,2015-01-24 22:17:41:681000,Yaw,71.6465039317
23,2015-01-24 22:17:41:681000,Pitch,-83.5238802958
24,2015-01-24 22:17:41:681000,Roll,-11.3509089537
25,2015-01-24 22:17:42:081000,Position,32.7384028627,93.1405525613,95.3728211477
26,2015-01-24 22:17:42:081000,Yaw,353.172953849
27,2015-01-24 22:17:42:081000,Pitch,2.21489546441
28,2015-01-24 22:17:42:081000,Roll,-17.0325589231
29,2015-01-24 22:17:42:481000,Position,26.1150617238,56.7429070109,80.8318801794
30,2015-01-24 22:17:42:484000,Yaw,53.020587055
31,2015-01-24 22:17:42:484000,Pitch,37.1882619324
32,2015-01-24 22:17:42:484000,Roll,52.1174349388
33,2015-01-24 22:17:42:884000,Position,92.373986891,91.0515114269,93.5513082225
34,2015-01-24 22:17:42:884000,Yaw,65.9963069288
35,2015-01-24 22:17:42:884000,Pitch,-69.044986922
36,2015-01-24 22:17:42:884000,Roll,17.9347500634
37,2015-01-24 22:17:43:284000,Position,41.8619133419,19.3765449077,88.8043989683
38,2015-01-24 22:17:43:284000,Yaw,287.862759674
39,2015-01-24 22:17:43:284000,Pitch,29.8124565878
40,2015-01-24 22:17:43:284000,Roll,56.1091632105
41,2015-01-24 22:17:43:684000,Position,26.6001680057,21.2265633957,5.62130963526
42,2015-01-24 22:17:43:684000,Yaw,192.361268507
43,2015-01-24 22:17:43:684000,Pitch,-1.41517382879
44,2015-01-24 22:17:43:684000,Roll,66.0600489403
45,2015-01-24 22:17:44:084000,Position,51.6974372765,81.9151408051,49.8902647209
46,2015-01-24 22:17:44:084000,Yaw,269.579537166
47,2015-01-24 22:17:44:084000,Pitch,-17.0156404392
48,2015-01-24 22:17:44:084000,Roll,86.8109861883
49,2015-01-24 22:17:44:484000,Position,2.48826279394,85.7688891052,76.6263741635
50,2015-01-24 22:17:44:484000,Yaw,138.735231263
51,2015-01-24 22:17:44:484000,Pitch,7.59234722445
52,2015-01-24 22:17:44:484000,Roll,-40.451807229
53,2015-01-24 22:17:44:884000,Position,62.7910348987,2.35014324061,63.4388000834
54,2015-01-24 22:17:44:884000,Yaw,170.538041477
55,2015-01-24 22:17:44:884000,Pitch,-34.1436631168
56,2015-01-24 22:17:44:884000,Roll,-47.5492834195
57,2015-01-24 22:17:45:284000,Position,85.5283291554,74.378859692,90.4645679418
58,2015-01-24 22:17:45:284000,Yaw,181.498185284
59,2015-01-24 22:17:45:284000,Pitch,-1.3505639028
60,2015-01-24 22:17:45:284000,Roll,20.9641374577
61,2015-01-24 22:17:45:684000,Position,24.1643234475,76.890082233,78.7803642618
62,2015-01-24 22:17:45:684000,Yaw,305.265323754
63,2015-01-24 22:17:45:684000,Pitch,63.6151988228
64,2015-01-24 22:17:45:684000,Roll,89.5359477953
65,2015-01-24 22:17:46:084000,Position,81.0709924915,83.2403197988,55.2060949508
66,2015-01-24 22:17:46:084000,Yaw,11.5677560642
